"","lap","cars","Position"
"814",44,"7",18
"815",45,"44",1
"816",45,"33",2
"817",45,"11",3
"818",45,"23",4
"819",45,"4",5
"820",45,"10",6
"821",45,"55",7
"822",45,"3",8
"823",45,"77",9
"824",45,"31",10
"825",45,"16",11
"826",45,"99",12
"827",45,"26",13
"828",45,"63",14
"829",45,"5",15
"830",45,"6",16
"831",45,"7",17
"832",45,"20",18
"833",46,"44",1
"834",46,"33",2
"835",46,"11",3
"836",46,"23",4
"837",46,"4",5
"838",46,"10",6
"839",46,"55",7
"840",46,"3",8
"841",46,"77",9
"842",46,"31",10
"843",46,"16",11
"844",46,"99",12
"845",46,"26",13
"846",46,"63",14
"847",46,"5",15
"848",46,"6",16
"849",46,"7",17
"850",46,"20",18
"851",47,"44",1
"852",47,"33",2
"853",47,"11",3
"854",47,"23",4
"855",47,"4",5
"856",47,"10",6
"857",47,"55",7
"858",47,"3",8
"859",47,"77",9
"860",47,"31",10
"861",47,"16",11
"862",47,"26",12
"863",47,"99",13
"864",47,"63",14
"865",47,"5",15
"866",47,"6",16
"867",47,"7",17
"868",47,"20",18
"869",48,"44",1
"870",48,"33",2
"871",48,"11",3
"872",48,"23",4
"873",48,"4",5
"874",48,"10",6
"875",48,"55",7
"876",48,"3",8
"877",48,"77",9
"878",48,"31",10
"879",48,"16",11
"880",48,"26",12
"881",48,"99",13
"882",48,"63",14
"883",48,"5",15
"884",48,"6",16
"885",48,"7",17
"886",48,"20",18
"887",49,"44",1
"888",49,"33",2
"889",49,"11",3
"890",49,"23",4
"891",49,"4",5
"892",49,"10",6
"893",49,"55",7
"894",49,"3",8
"895",49,"77",9
"896",49,"31",10
"897",49,"16",11
"898",49,"26",12
"899",49,"99",13
"900",49,"63",14
"901",49,"5",15
"902",49,"6",16
"903",49,"7",17
"904",49,"20",18
"905",50,"44",1
"906",50,"33",2
"907",50,"11",3
"908",50,"23",4
"909",50,"4",5
"910",50,"10",6
"911",50,"55",7
"912",50,"3",8
"913",50,"77",9
"914",50,"31",10
"915",50,"16",11
"916",50,"26",12
"917",50,"99",13
"918",50,"63",14
"919",50,"5",15
"920",50,"6",16
"921",50,"7",17
"922",50,"20",18
"923",51,"44",1
"924",51,"33",2
"925",51,"11",3
"926",51,"23",4
"927",51,"4",5
"928",51,"55",6
"929",51,"10",7
"930",51,"3",8
"931",51,"77",9
"932",51,"31",10
"933",51,"16",11
"934",51,"26",12
"935",51,"99",13
"936",51,"63",14
"937",51,"5",15
"938",51,"6",16
"939",51,"7",17
